Exp,Site,Hole,Core,Type,Sect,Top offset (cm),Bottom offset (cm),Top depth CSF-A (m),Bottom depth CSF-A (m),Top depth CSF-B (m),Bottom depth CSF-B (m),Alkalinity (mM),pH (none),Timestamp (UTC),Text ID,Test No.,Sample comments,Test comments,Result comments
379,U1532,B,2,H,6,139.0,149.0,101.98,102.030,101.519,101.566,8.040,7.752,2019-02-03 06:38:36,LIQ9718591,112761941,"shipboard, untreated",,
379,U1532,B,3,H,5,137.0,147.0,109.83,109.930,109.503,109.598,8.305,7.753,2019-02-03 07:24:35,LIQ9719201,112763751,"shipboard, untreated",,
379,U1532,B,4,H,5,137.0,147.0,119.34,119.440,118.876,118.970,8.651,7.760,2019-02-03 08:33:15,LIQ9720201,112767601,"shipboard, untreated",,
379,U1532,B,5,H,5,136.0,146.0,128.82,128.920,128.344,128.437,9.030,7.711,2019-02-03 17:15:30,LIQ9720911,112777111,"shipboard, untreated",,
379,U1532,B,6,H,5,136.0,146.0,138.33,138.430,137.874,137.968,9.281,7.670,2019-02-03 19:10:15,LIQ9721641,112779681,"shipboard, untreated",,
379,U1532,B,7,H,5,136.0,146.0,147.88,147.980,147.237,147.328,9.907,7.678,2019-02-03 18:07:20,LIQ9722291,112777641,"shipboard, untreated",,
379,U1532,B,8,H,3,137.0,147.0,154.39,154.490,154.341,154.440,9.645,7.690,2019-02-03 19:51:25,LIQ9722841,112780271,"shipboard, untreated",,
379,U1532,B,9,H,5,137.0,147.0,166.84,166.940,166.519,166.615,9.905,7.719,2019-02-03 20:54:56,LIQ9723331,112782831,"shipboard, untreated",,
379,U1532,B,10,H,3,140.0,150.0,173.53,173.630,173.530,173.630,9.5,7.66,2019-02-05 13:55:49,LIQ9731461,112829571,"shipboard, untreated",,
